id	名称(策划用,ID=(heroId-1)*1000+type*1000+pos*10+1)	效果描述(策划用,51字内)	效果名称	效果图标	图标边框	所属英雄	技能ID(不同皮肤技能用数组形式)	技能类型(1普攻,2技能一,3小技能二,4必杀,5闪避技能,6觉醒技能,7,出场技能,8.下落技能,9起身震飞,0被动)	效果编号(1-9)	效果等级	基本描述	效果简述	被动技能补充描述	加成效果显示	消耗天赋点	前置效果要求	后置技能	主技能连线标识(连主技能=1,不连不填)	英雄等级要求	天使星级要求	附加效果	附带buff	展示视频
110110011	十香被动-伤害提升	普攻伤害+50%	10101104	icon/angleskill/10106_angleskillA.png		110101		10	1	1	10102104	10103104							1			10170111	
110110021	十香被动-狂战印记	近战命中目标后将获得1层狂战印记,每层狂战印记使自身伤害+5%,持续3s,狂战印记最多叠加5层。	10101105	icon/angleskill/10107_angleskillA.png		110101		10	2	1	10102105	10103105							2			10170211	
110110031	十香被动-好戏开场	每当连击数达到10/20/30/40时,伤害+10%/20%/30%/40%。	10101106	icon/angleskill/10108_angleskillA.png		110101		10	3	1	10102106	10103106							3			10170311-10170321-10170331-10170341	
110110041	十香被动-生存本能	当前生命值每降低10%,防御+10%	10101107	icon/angleskill/10109_angleskillA.png		110101		10	4	1	10102107	10103107							3			10170411	
110110051	十香被动-坚守意志	格挡率+10%,每次格挡恢复2%最大生命值。	10101108	icon/angleskill/10110_angleskillA.png		110101		10	5	1	10102108	10103108							4			10170511-10170521	
110110061	十香被动-绝佳状态	生命值大于70%时,攻击+30%	10101109	icon/angleskill/10111_angleskillA.png		110101		10	6	1	10102109	10103109							4			10170611	
110110071	十香被动-破碎极意	当技能1蓄力1次/2次/3次时,伤害+10%/20%/30%。	10101110	icon/angleskill/10112_angleskillA.png		110101		10	7	1	10102110	10103110							5		1015038-1015039-1015040-1015041-1015042-1015043-1015044		
110110081	十香被动-致命横断	技能2伤害+20%,同时对处于减益效果的敌人伤害+50%	10101111	icon/angleskill/10113_angleskillA.png		110101		10	8	1	10102111	10103111							5			10170811-1017021	
110110091	十香被动-残留杀意	必杀命中目标后,5秒内剑气造成的伤害提高5%,最多可叠加5层	10101112	icon/angleskill/10114_angleskillA.png		110101		10	9	1	10102112	10103112							6			10170911	
110110101	十香被动-致残气息	剑气命中敌人时,会减速敌人30%移动速度	10101113	icon/angleskill/10115_angleskillA.png		110101		10	10	1	10102113	10103113							6			10171011-10171021	
110110111	十香被动-虐杀气息	剑气暴击率+20%,暴击伤害+50%	10101114	icon/angleskill/10116_angleskillA.png		110101		10	11	1	10102114	10103114							7		1015001-1015002-1015003-1015004-1015005-1015006-1015007-1015008-1015009-1015010-1015011-1015012-1015013-1015014-1015015-1015016-1015017-1015018-1015019-1015020-1015021-1015022-1015023-1015024-1015025-1015026-1015027-1015028-1015029-1015030-1015031-1015032-1015033-1015034		
110110121	十香被动-专注气息	剑气对生命值高于70%的目标伤害+50%	10101115	icon/angleskill/10117_angleskillA.png		110101		10	12	1	10102115	10103115							7			10171211	
110110131	十香被动-守护护盾	当单次受伤大于最大生命值的15%时,将获得最大生命值30%的护盾,冷却30秒。	10101116	icon/angleskill/10118_angleskillA.png		110101		10	13	1	10102116	10103116							8			10171311	
110110141	十香被动-全场瞩目	出场后15秒内,攻击和防御分别+50%,30%	10101117	icon/angleskill/10119_angleskillA.png		110101		10	14	1	10102117	10103117							9			10171411	
110110151	十香被动-连战连捷	每次击杀目标,都有20%的几率恢复5%的最大生命值	10101118	icon/angleskill/10120_angleskillA.png		110101		10	15	1	10102118	10103118							10			10171511	
110110161	十香被动-界限突破	技能1冷却时间-2秒,技能2冷却时间-1秒,必杀冷却时间-3秒	10101119	icon/angleskill/10121_angleskillA.png		110101		10	16	1	10102119	10103119							11		1015035-1015036-1015037		
110206011	折纸觉醒-1级	折纸觉醒-1级	10201001	icon/angleskill/10101_angleskillA.png		110201	100230	6	1	1	10202001	10203001			1				1	1			
110206012	折纸觉醒-2级	折纸觉醒-2级	10201002	icon/angleskill/10001_angleskillA.png		110201	100230	6	1	2	10202002	10203002			1				1	1			
110206013	折纸觉醒-3级	折纸觉醒-3级	10201003	icon/angleskill/10001_angleskillA.png		110201	100230	6	1	3	10202003	10203003			1				1	1			
110206014	折纸觉醒-4级	折纸觉醒-4级	10201004	icon/angleskill/10001_angleskillA.png		110201	100230	6	1	4	10202004	10203004			1				1	1			
110201131	折纸普攻-精灵之敌	普攻对精灵伤害+5%	10201005	icon/angleskill/10002_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	13	1	10202005	10203005			1	[[110201061]]			1	1	1021001-1021002-1021003-1021004-1021005		
110201132	折纸普攻-精灵之敌	普攻对精灵伤害+10%	10201006	icon/angleskill/10002_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	13	2	10202006	10203006			1	[[110201061]]			1	1	1021006-1021007-1021008-1021009-1021010		
110201133	折纸普攻-精灵之敌	普攻对精灵伤害+15%	10201007	icon/angleskill/10002_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	13	3	10202007	10203007			1	[[110201061]]	[110201171,110201172,110201173,110201174]		1	1	1021011-1021012-1021013-1021014-1021015		
110201061	折纸普攻-剑术高手	折纸普攻连续释放4段攻击	10201008	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	6	1	10202008	10203008			1	[[110201024]]	[110201131,110201132,110201133,110201081,110201082,110201083]		1	1	1021801		video/zz_1_1.mp4
110201021	折纸普攻-负载式加速器	普攻攻速+3%	10201009	icon/angleskill/10102_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	2	1	10202009	10203009			1			1	1	1	1021016-1021017-1021018-1021019-1021020		
110201022	折纸普攻-负载式加速器	普攻攻速+6%	10201010	icon/angleskill/10102_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	2	2	10202010	10203010			1			1	1	1	1021021-1021022-1021023-1021024-1021025		
110201023	折纸普攻-负载式加速器	普攻攻速+9%	10201011	icon/angleskill/10102_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	2	3	10202011	10203011			1			1	1	1	1021026-1021027-1021028-1021029-1021030		
110201024	折纸普攻-负载式加速器	普攻攻速+12%	10201012	icon/angleskill/10102_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	2	4	10202012	10203012			1		[110201061]	1	1	1	1021031-1021032-1021033-1021034-1021035		
110201081	折纸普攻-强者之灾	普攻对精英怪物造成4%的额外伤害	10201013	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	8	1	10202013	10203013			1	[[110201061]]			1	1	1021036-1021037-1021038-1021039-1021040		
110201082	折纸普攻-强者之灾	普攻对精英怪物造成8%的额外伤害	10201014	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	8	2	10202014	10203014			1	[[110201061]]			1	1	1021041-1021042-1021043-1021044-1021045		
110201083	折纸普攻-强者之灾	普攻对精英怪物造成12%的额外伤害	10201015	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	8	3	10202015	10203015			1	[[110201061]]	[110201111,110201112,110201113,110201114]		1	1	1021046-1021047-1021048-1021049-1021050		
110201181	折纸普攻-剑术专家	折纸普攻连续释放5段攻击	10201016	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	18	1	10202016	10203016			1	[[110201114]]	[110201221]		1	1	1021802		video/zz_1_2.mp4
110201121	折纸普攻-精确连击	普攻暴击后,暴击率+2%,持续5秒,不可叠加替换	10201017	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	12	1	10202017	10203017			1				1	1		10310611	
110201122	折纸普攻-精确连击	普攻暴击后,暴击率+4%,持续5秒,不可叠加替换	10201018	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	12	2	10202018	10203018			1				1	1		10310612	
110201123	折纸普攻-精确连击	普攻暴击后,暴击率+6%,持续5秒,不可叠加替换	10201019	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	12	3	10202019	10203019			1				1	1		10310613	
110201171	折纸普攻-穿透之刑	普攻穿透率+3%	10201020	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	17	1	10202020	10203020			1	[[110201133]]			1	1	1021051-1021052-1021053-1021054-1021055		
110201172	折纸普攻-穿透之刑	普攻穿透率+5%	10201021	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	17	2	10202021	10203021			1	[[110201133]]			1	1	1021056-1021057-1021058-1021059-1021060		
110201173	折纸普攻-穿透之刑	普攻穿透率+7%	10201022	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	17	3	10202022	10203022			1	[[110201133]]			1	1	1021061-1021062-1021063-1021064-1021065		
110201174	折纸普攻-穿透之刑	普攻穿透率+10%	10201023	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	17	4	10202023	10203023			1	[[110201133]]			1	1	1021066-1021067-1021068-1021069-1021070		
110201221	折纸普攻-剑术大师		10201024	icon/angleskill/10107_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	22	1	10202024	10203024			1	[[110201181]]			1	1	1021803		video/zz_1_3.mp4
110201111	折纸普攻-强化魔力输出	普攻伤害+5%	10201025	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	11	1	10202025	10203025			1	[[110201083]]			1	1	1021071-1021072-1021073-1021074-1021075		
110201112	折纸普攻-强化魔力输出	普攻伤害+10%	10201026	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	11	2	10202026	10203026			1	[[110201083]]			1	1	1021076-1021077-1021078-1021079-1021080		
110201113	折纸普攻-强化魔力输出	普攻伤害+15%	10201027	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	11	3	10202027	10203027			1	[[110201083]]			1	1	1021081-1021082-1021083-1021084-1021085		
110201114	折纸普攻-强化魔力输出	普攻伤害+20%	10201028	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/024.png	110201	100210	1	11	4	10202028	10203028			1	[[110201083]]	[110201181]		1	1	1021086-1021087-1021088-1021089-1021090		
110202051	折纸技能1-伤害提升	[充能斩击]技能伤害+5%	10201029	icon/angleskill/10109_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	5	1	10202029	10203029			1	[[110202061]]			1	1	1022001-1022002-1022003-1022004-1022005-1022006		
110202052	折纸技能1-伤害提升	[充能斩击]技能伤害+10%	10201030	icon/angleskill/10109_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	5	2	10202030	10203030			1	[[110202061]]			1	1	1022007-1022008-1022009-1022010-1022011-1022012		
110202053	折纸技能1-伤害提升	[充能斩击]技能伤害+15%	10201031	icon/angleskill/10109_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	5	3	10202031	10203031			1	[[110202061]]			1	1	1022013-1022014-1022015-1022016-1022017-1022018		
110202054	折纸技能1-伤害提升	[充能斩击]技能伤害+20%	10201032	icon/angleskill/10109_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	5	4	10202032	10203032			1	[[110202061]]	[110202091]		1	1	1022018-1022019-1022020-1022021-1022022-1022023		
110202061	折纸技能1-闪电连击	[充能斩击]向前方快速斩击的次数增加到8次	10201033	icon/angleskill/10110_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	6	1	10202033	10203033			1	[[110202073]]	[110202051,110202052,110202053,110202054]		1	1	1022801		video/zz_2_1.mp4
110202241	折纸技能1-能量控制	[充能斩击]能量值消耗-1	10201034	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	24	1	10202034	10203034			1				1	1	1022025		
110202242	折纸技能1-能量控制	[充能斩击]能量值消耗-2	10201035	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	24	2	10202035	10203035			1				1	1	1022026		
110202243	折纸技能1-能量控制	[充能斩击]能量值消耗-3	10201036	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	24	3	10202036	10203036			1				1	1	1022027		
110202071	折纸技能1-弱点打击	[充能斩击]对精英怪伤害+4%	10201037	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	7	1	10202037	10203037			1			1	1	1	1022028-1022029-1022030-1022031-1022032-1022033		
110202072	折纸技能1-弱点打击	[充能斩击]对精英怪伤害+8%	10201038	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	7	2	10202038	10203038			1			1	1	1	1022034-1022035-1022036-1022037-1022038-1022039		
110202073	折纸技能1-弱点打击	[充能斩击]对精英怪伤害+12%	10201039	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	7	3	10202039	10203039			1		[110202061]	1	1	1	1022040-1022041-1022042-1022043-1022044-1022045		
110202091	折纸技能1-灵巧反应	[充能斩击]在8次斩击完后还将对目标进行一次上挑	10201040	icon/angleskill/10113_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	9	1	10202040	10203040			1	[[110202054]]	[110202151,110202152,110202153,110202154]		1	1	1022802		video/zz_2_2.mp4
110202011	折纸技能1-战术闪避	[充能斩击]使用后,获得10%的闪避率,持续5秒	10201041	icon/angleskill/10114_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	1	1	10202041	10203041			1				1	1		10320611	
110202012	折纸技能1-战术闪避	[充能斩击]使用后,获得15%的闪避率,持续5秒	10201042	icon/angleskill/10114_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	1	2	10202042	10203042			1				1	1		10320612	
110202013	折纸技能1-战术闪避	[充能斩击]使用后,获得20%的闪避率,持续5秒	10201043	icon/angleskill/10114_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	1	3	10202043	10203043			1				1	1		10320613	
110202014	折纸技能1-战术闪避	[充能斩击]使用后,获得25%的闪避率,持续5秒	10201044	icon/angleskill/10114_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	1	4	10202044	10203044			1				1	1		10320614	
110202081	折纸技能1-量子加速器	[充能斩击]技能攻速+3%	10201045	icon/angleskill/10115_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	8	1	10202045	10203045			1				1	1	1022046-1022047-1022048-1022049		
110202082	折纸技能1-量子加速器	[充能斩击]技能攻速+6%	10201046	icon/angleskill/10115_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	8	2	10202046	10203046			1				1	1	1022050-1022051-1022052-1022053		
110202083	折纸技能1-量子加速器	[充能斩击]技能攻速+9%	10201047	icon/angleskill/10115_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	8	3	10202047	10203047			1				1	1	1022054-1022055-1022056-1022057		
110202161	折纸技能1-闪电掠袭	[充能斩击]攻击范围+20%	10201048	icon/angleskill/10116_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	16	1	10202048	10203048			1	[[110202154]]			1	1	1022803		video/zz_2_3.mp4
110202151	折纸技能1-棱光剑刃	[充能斩击]暴击时,还将对目标造成1次攻击力10%的额外伤害	10201049	icon/angleskill/10117_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	15	1	10202049	10203049			1	[[110202091]]			1	1		10320911	
110202152	折纸技能1-棱光剑刃	[充能斩击]暴击时,还将对目标造成1次攻击力15%的额外伤害	10201050	icon/angleskill/10117_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	15	2	10202050	10203050			1	[[110202091]]			1	1		10320912	
110202153	折纸技能1-棱光剑刃	[充能斩击]暴击时,还将对目标造成1次攻击力20%的额外伤害	10201051	icon/angleskill/10117_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	15	3	10202051	10203051			1	[[110202091]]			1	1		10320913	
110202154	折纸技能1-棱光剑刃	[充能斩击]暴击时,还将对目标造成1次攻击力25%的额外伤害	10201052	icon/angleskill/10117_angleskillA.png	ui/fairy_angle/026.png	110201	100270	2	15	4	10202052	10203052			1	[[110202091]]	[110202161]		1	1		10320914	
110203171	折纸技能2-重伤裂片	[All-Dist加特林]暴击率+2%	10201053	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	17	1	10202053	10203053			1	[[110203131]]			1	1	1023059-1023060-1023061-1023062-1023063		
110203172	折纸技能2-重伤裂片	[All-Dist加特林]暴击率+4%	10201054	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	17	2	10202054	10203054			1	[[110203131]]			1	1	1023064-1023065-1023066-1023067-1023068		
110203173	折纸技能2-重伤裂片	[All-Dist加特林]暴击率+6%	10201055	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	17	3	10202055	10203055			1	[[110203131]]	[110203181,110203182,110203183,110203184]		1	1	1023069-1023070-1023071-1023072-1023073		
110203131	折纸技能2-1级	格林机枪发射子弹的数量增加到20枚	10201056	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	13	1	10202056	10203056			1	[[110203123]]	[110203171,110203172,110203173]		1	1	1023801		video/zz_3_1.mp4
110203141	折纸技能2-强化机匣	[All-Dist加特林]技能伤害+5%	10201057	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	14	1	10202057	10203057			1	[[110203184]]			1	1	1023001-1023002-1023003-1023004-1023005		
110203142	折纸技能2-强化机匣	[All-Dist加特林]技能伤害+5%	10201058	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	14	2	10202058	10203058			1	[[110203184]]			1	1	1023006-1023007-1023008-1023009-1023010		
110203143	折纸技能2-强化机匣	[All-Dist加特林]技能伤害+5%	10201059	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	14	3	10202059	10203059			1	[[110203184]]			1	1	1023011-1023012-1023013-1023014-1023015		
110203144	折纸技能2-强化机匣	[All-Dist加特林]技能伤害+5%	10201060	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	14	4	10202060	10203060			1	[[110203184]]	[110203091]		1	1	1023016-1023017-1023018-1023019-1023020		
110203121	折纸技能2-校准射击	[All-Dist加特林]能量值消耗-1	10201061	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	12	1	10202061	10203061			1	[[110203073]]			1	1	1023021		
110203122	折纸技能2-校准射击	[All-Dist加特林]能量值消耗-2	10201062	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	12	2	10202062	10203062			1	[[110203073]]			1	1	1023022		
110203123	折纸技能2-校准射击	[All-Dist加特林]能量值消耗-3	10201063	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	12	3	10202063	10203063			1	[[110203073]]	[110203131]		1	1	1023023		
110203091	折纸技能2-火力覆盖	具象出2挺格林机枪,每挺机枪发射20枚子弹	10201064	icon/angleskill/10121_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	9	1	10202064	10203064			1	[[110203144]]	[110203141,110203142,110203143,110203144,110203041]		1	1	1023802		video/zz_3_2.mp4
110203071	折纸技能2-精英可信	[All-Dist加特林]对精英怪伤害+4%	10201065	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	7	1	10202065	10203065			1			1	1	1	1023024-1023025-1023026-1023027-1023028		
110203072	折纸技能2-精英可信	[All-Dist加特林]对精英怪伤害+8%	10201066	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	7	2	10202066	10203066			1			1	1	1	1023029-1023030-1023031-1023032-1023033		
110203073	折纸技能2-精英可信	[All-Dist加特林]对精英怪伤害+12%	10201067	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	7	3	10202067	10203067			1		[110203121,110203122,110203123,110203081,110203082,110203083,110203084]	1	1	1	1023034-1023035-1023036-1023037-1023038		
110203181	折纸技能2-AP-穿甲弹	[All-Dist加特林]技能穿透率+3%	10201068	icon/angleskill/20001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	18	1	10202068	10203068			1	[[110203173]]			1	1	1023039-1023040-1023041-1023042-1023043		
110203182	折纸技能2-AP-穿甲弹	[All-Dist加特林]技能穿透率+5%	10201069	icon/angleskill/20001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	18	2	10202069	10203069			1	[[110203173]]			1	1	1023044-1023045-1023046-1023047-1023048		
110203183	折纸技能2-AP-穿甲弹	[All-Dist加特林]技能穿透率+7%	10201070	icon/angleskill/20001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	18	3	10202070	10203070			1	[[110203173]]			1	1	1023049-1023050-1023051-1023052-1023053		
110203184	折纸技能2-AP-穿甲弹	[All-Dist加特林]技能穿透率+10%	10201071	icon/angleskill/20001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	18	4	10202071	10203071			1	[[110203173]]	[110203184]		1	1	1023054-1023055-1023056-1023057-1023058		
110203041	折纸技能2-定位炮台	在2挺格林枪子弹发射完后,还将具象出激光炮对前方的敌人进行轰击	10201072	icon/angleskill/20002_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	4	1	10202072	10203072			1	[[110203091]]			1	1	1023803		video/zz_3_3.mp4
110203081	折纸技能2-护盾破快	被技能[All-Dist加特林]命中的目标,防御力减少10%	10201073	icon/angleskill/30001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	8	1	10202073	10203073			1	[[110203073]]			1	1		10330811	
110203082	折纸技能2-护盾破快	被技能[All-Dist加特林]命中的目标,防御力减少15%	10201074	icon/angleskill/30001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	8	2	10202074	10203074			1	[[110203073]]			1	1		10330812	
110203083	折纸技能2-护盾破快	被技能[All-Dist加特林]命中的目标,防御力减少20%	10201075	icon/angleskill/30001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	8	3	10202075	10203075			1	[[110203073]]			1	1		10330813	
110203084	折纸技能2-护盾破快	被技能[All-Dist加特林]命中的目标,防御力减少25%	10201076	icon/angleskill/30001_angleskillA.png	ui/fairy_angle/027.png	110201	100280	3	8	4	10202076	10203076			1	[[110203073]]			1	1		10330814	
110204031	折纸必杀-高爆火药	[毁灭弹幕]技能伤害+5%	10201077	icon/angleskill/30002_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	3	1	10202077	10203077			1	[[110204023]]			1	1	1024001-1024002-1024003-1024004-1024005-1024006-1024007		
110204032	折纸必杀-高爆火药	[毁灭弹幕]技能伤害+15%	10201078	icon/angleskill/30002_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	3	2	10202078	10203078			1	[[110204023]]			1	1	1024008-1024009-1024010-1024011-1024012-1024013-1024014		
110204033	折纸必杀-高爆火药	[毁灭弹幕]技能伤害+20%	10201079	icon/angleskill/30002_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	3	3	10202079	10203079			1	[[110204023]]			1	1	1024015-1024016-1024017-1024018-1024019-1024020-1024021		
110204034	折纸必杀-高爆火药	[毁灭弹幕]技能伤害+25%	10201080	icon/angleskill/30002_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	3	4	10202080	10203080			1	[[110204023]]	[110204071,110204072,110204073,110204074]		1	1	1024022-1024023-1024024-1024025-1024026-1024027-1024028		
110204101	折纸必杀-熔融弹头	[毁灭弹幕]导弹个数增加,范围扩大,并且会在地面形成持续的火焰伤害	10201082	icon/angleskill/30003_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	10	1	10202082	10203082			1		[110204021,110204022,110204023,110204191,110204192,110204193]	1	1	1	1024801		video/zz_4_1.mp4
110204131	折纸必杀-精确制导	[毁灭弹幕]技能暴击伤害+8%	10201083	icon/angleskill/30004_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	13	1	10202083	10203083			1	[[110204123]]			1	1	1024029-1024030-1024031-1024032-1024033-1024034-1024035		
110204132	折纸必杀-精确制导	[毁灭弹幕]技能暴击伤害+16%	10201084	icon/angleskill/30004_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	13	2	10202084	10203084			1	[[110204123]]			1	1	1024036-1024037-1024038-1024039-1024040-1024041-1024042		
110204133	折纸必杀-精确制导	[毁灭弹幕]技能暴击伤害+24%	10201085	icon/angleskill/30004_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	13	3	10202085	10203085			1	[[110204123]]			1	1	1024043-1024044-1024045-1024046-1024047-1024048-1024049		
110204134	折纸必杀-精确制导	[毁灭弹幕]技能暴击伤害+32%	10201086	icon/angleskill/30004_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	13	4	10202086	10203086			1	[[110204123]]	[110204091]		1	1	1024050-1024051-1024052-1024053-1024054-1024055-1024056		
110204021	折纸必杀-链式装填装置	[毁灭弹幕]能量值消耗-1	10201087	icon/angleskill/30005_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	2	1	10202087	10203087			1	[[110204101]]			1	1	1024057		
110204022	折纸必杀-链式装填装置	[毁灭弹幕]能量值消耗-2	10201088	icon/angleskill/30005_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	2	2	10202088	10203088			1	[[110204101]]			1	1	1024058		
110204023	折纸必杀-链式装填装置	[毁灭弹幕]能量值消耗-3	10201089	icon/angleskill/30005_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	2	3	10202089	10203089			1	[[110204101]]	[110204031,110204032,110204033,110204034]		1	1	1024059		
110204181	折纸必杀-火线冲锋	[毁灭弹幕]飞到空中发射导弹,并使用光剑向地面冲击造成范围爆炸	10201090	icon/angleskill/30006_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	18	1	10202090	10203090			1	[[110204193]]	[110204121,110204122,110204123]		1	1	1024802		video/zz_4_2.mp4
110204121	折纸必杀-扩容弹仓	[毁灭弹幕]技能暴击率+3%	10201091	icon/angleskill/40001_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	12	1	10202091	10203091			1	[[110204181]]			1	1	1024060-1024061-1024062-1024063-1024064-1024065-1024066		
110204122	折纸必杀-扩容弹仓	[毁灭弹幕]技能暴击率+6%	10201092	icon/angleskill/40001_angleskillA.png	ui/fairy_angle/025.png	110201	100220	4	12	2	10202092	10203092			1	[[110204181]]			1	1	1024067-1024068-1024069-1024070-1024071-1024072-1024073		
